8852|Drummond Place|55.958565|-3.195176|7907|
8732|Drummond Street|55.9478|-3.1841||
4432|Drumsheugh Gardens|55.9511806|-3.2159617||
1151|Drylaw|55.9628377|-3.2540411||
36053|Dublin Street|55.9571|-3.1936||
1680|Duddingston|55.9440662|-3.1371653||
7129|Duddingston Loch|55.9410761|-3.1502924||
243|Duddingstone|55.9420116|-3.1506163|1680|Duddingston
3952|Duddingstone Loch|55.9410761|-3.1502924|7129|Duddingston Loch
35925|Dugald Stewart Monument|55.9545583|-3.1845549||
6915|Duke Street|55.9699|-3.1694||
901|Duke's Head|55.9701199|-3.1699843||
7457|Duke's Walk|55.9539|-3.1591||
8597|Dumbiedykes|55.9472686|-3.178441||
24436|Dunbar Castle|56.005838|-2.517151||
17770|Dunbar Street|55.9441|-3.2049||
3595|Dunbar's Close|55.951718|-3.17879||
15046|Duncan Street|55.9352|-3.1776||
35319|Duncan's Land|55.957203|-3.207756||
37854|DundCastle|55.9750047|-3.4151396||
15043|DundStreet|55.9576|-3.1995||
35303|DundStreet|55.96|-3.2007|15043|
35256|Dundonald Street|55.9592|-3.1969||
764|Dunedin|55.949428|-3.192704||
1878|Dunglass|55.938675|-2.376166||
18017|Dunglass House|55.945703|-2.381486||
8821|East Calder|55.8947272|-3.4630602||
36238|East Castle Road|55.9356|-3.2157||
35770|East Claremont Street|55.9631|-3.1914||
36569|East Fortune|56.007614|-2.709217||
36064|East Fortune Airfield|55.984023|-2.740647||
13541|East Kirk|55.895454|-3.068821||
2118|East Linton|55.986292|-2.655837||
38034|East Linton|55.980143|-2.66639|2118|
19640|East Mains|55.929389|-2.824894||
35667|East Market Street|55.9515|-3.1853||
6253|East Mayfield|55.9344|-3.1714||
36166|East Preston Street|55.9394|-3.1775||
36328|East Preston Street|55.9393|-3.178||
1475|East Princes Street Gardens|55.9509254|-3.1948147||
24694|Edgelaw|55.816307|-3.131396||
587|Edina|55.949428|-3.192704||
2347|Edinboro|55.949428|-3.192704||
14158|Edinbrugh|55.949428|-3.192704||
14136|Edinbrughe|55.949428|-3.192704||
2170|Edinburg|55.949428|-3.192704||
91|Edinburgh|55.949428|-3.192704||
